straat;geometry;huisnr;karakter;eigenaar;capaciteit;openbaar;ondergrond;bestemming;status;urid;naam;naamid;bezettingsinfo;bronid;betrokkenadressen;timestampbron;geo_point_2d
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724803256331984, 51.03661101697213], [3.724801750755514, 51.03663121996967], [3.72477682789631, 51.03663048166932], [3.724778334371042, 51.03661027810656], [3.724803256331984, 51.03661101697213]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21648;;False;False;17028664_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:05Z;51.03662074923532, 3.724790042273704
Koningin Astridlaan;"{""coordinates"": [[[3.714798523179951, 51.036246639585116], [3.714805461767265, 51.036270415081205], [3.714780952132991, 51.03627335531315], [3.714773986596297, 51.03624948604741], [3.714798523179951, 51.036246639585116]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21563;;False;False;17028573_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.0362599749878, 3.714789722888687
Koningin Astridlaan;"{""coordinates"": [[[3.714677054783893, 51.03622405711743], [3.714684020320587, 51.03624792639623], [3.714659482838603, 51.03625077285848], [3.71465251820024, 51.03622690358112], [3.714677054783893, 51.03622405711743]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21580;;False;False;17028590_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.0362374150577, 3.71466826906513
Blandijnberg;"{""coordinates"": [[[3.724860824866906, 51.044012062361226], [3.724862146288704, 51.04403451960308], [3.724837209954742, 51.04403510246784], [3.724835888532946, 51.044012645226275], [3.724860824866906, 51.044012062361226]]], ""type"": ""Polygon""}";2;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21606;;False;False;17028620_1;Blandijnberg 2;2025-08-28T13:11:22Z;51.04402358241461, 3.724849017410852
Eendrachtstraat;"{""coordinates"": [[[3.74170726466503, 51.04955217432698], [3.741683925535575, 51.04956916292029], [3.741662364172175, 51.049557392942475], [3.741685703301564, 51.04954040321538], [3.74170726466503, 51.04955217432698]]], ""type"": ""Polygon""}";34;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21725;;False;False;17028762_1;Eendrachtstraat 34;2024-06-03T11:36:10Z;51.04955478325544, 3.741684814430357
Wolfputstraat;"{""coordinates"": [[[3.764296652040712, 51.093205970797555], [3.764282893443833, 51.09323087364865], [3.764253664061143, 51.09322510422698], [3.764267467573809, 51.09319957737671], [3.764296652040712, 51.093205970797555]]], ""type"": ""Polygon""}";92;Gent;Stad Gent;5;Ja;KWS;Voetpad;Actief;mob/ftsst21555;;False;False;17028563_1;Wolfputstraat 92;2023-06-26T12:10:31Z;51.09321535095594, 3.764275124844972
Kozijntjesstraat;"{""coordinates"": [[[3.733416193681649, 51.05275008771299], [3.733445442827275, 51.05276293994525], [3.733429957668376, 51.05277694074285], [3.733400665403622, 51.052764126913075], [3.733416193681649, 51.05275008771299]]], ""type"": ""Polygon""}";1;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21785;;False;False;17028806_1;Kozijntjesstraat 1;2023-06-26T12:10:49Z;51.05276352090207, 3.7334230581616397
;"{""coordinates"": [[[3.72466325569154, 51.054849804340215], [3.724678235997203, 51.05487506946013], [3.724651820137956, 51.054881541583896], [3.724636315216187, 51.05485640803312], [3.72466325569154, 51.054849804340215]]], ""type"": ""Polygon""}";;Gent;Stad Gent;5;Ja;Natuursteentegels;Voetpad;Niet-actief;mob/ftsst21665;;False;;17028681_1;Hoogpoort to 41;2025-09-19T11:43:15Z;51.05486566437861, 3.7246573819378113
Wolfputstraat;"{""coordinates"": [[[3.764484882330454, 51.09319866789953], [3.764499498818427, 51.09317281662421], [3.764526637821471, 51.09317839761222], [3.764511766211922, 51.0932046962885], [3.764484882330454, 51.09319866789953]]], ""type"": ""Polygon""}";92;Gent;Stad Gent;5;Ja;KWS;Voetpad;Actief;mob/ftsst21552;;False;False;17028560_1;Wolfputstraat 92;2023-06-26T12:10:30Z;51.09318865276011, 3.7645057350401583
Koningin Astridlaan;"{""coordinates"": [[[3.714736022894095, 51.036213533843], [3.714711486310442, 51.03621638030733], [3.714704492925905, 51.03619241667615], [3.714729002560112, 51.03618947643908], [3.714736022894095, 51.036213533843]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21572;;False;False;17028582_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.036202950842416, 3.714720259140255
;"{""coordinates"": [[[3.724745037416695, 51.05483027219768], [3.724760017722359, 51.054855537328244], [3.724733601863111, 51.05486200945473], [3.724718096941342, 51.05483687589341], [3.724745037416695, 51.05483027219768]]], ""type"": ""Polygon""}";;Gent;Stad Gent;5;Ja;Natuursteentegels;Voetpad;Niet-actief;mob/ftsst21663;;False;;17028679_1;Hoogpoort to 41;2025-09-19T11:44:16Z;51.05484613224277, 3.72473916366297
Koningin Astridlaan;"{""coordinates"": [[[3.714736022894095, 51.036213533843], [3.714742988430789, 51.03623740312726], [3.714718451847136, 51.036240249590115], [3.714711486310442, 51.03621638030733], [3.714736022894095, 51.036213533843]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21576;;False;False;17028586_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.03622689171687, 3.7147272373707274
Koningin Astridlaan;"{""coordinates"": [[[3.71467587888916, 51.03622012550623], [3.714651342305506, 51.03622297197016], [3.714644348921036, 51.03619900834236], [3.714668858555243, 51.03619606810574], [3.71467587888916, 51.03622012550623]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21578;;False;False;17028588_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.03620954250716, 3.71466011513535
Godshuizenlaan;"{""coordinates"": [[[3.716965431223519, 51.04291501775493], [3.716983239425712, 51.042929059371616], [3.71695539704174, 51.04294309194714], [3.716937587941283, 51.04292904976994], [3.716965431223519, 51.04291501775493]]], ""type"": ""Polygon""}";1;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst12897;;False;False;17028828_1;Godshuizenlaan 1;2025-06-17T09:56:13Z;51.04292905475757, 3.716960413799833
Koningin Astridlaan;"{""coordinates"": [[[3.714869651784193, 51.03623569039142], [3.714876617320887, 51.03625955966423], [3.714852080737233, 51.036262406690625], [3.714845115200474, 51.0362385368544], [3.714869651784193, 51.03623569039142]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21571;;False;False;17028581_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.03624904841847, 3.7148608662177742
Koningin Astridlaan;"{""coordinates"": [[[3.714791557643256, 51.03622277030562], [3.714798523179951, 51.036246639585116], [3.714773986596297, 51.03624948604741], [3.714767021059604, 51.03622561676938], [3.714791557643256, 51.03622277030562]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21565;;False;False;17028575_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.03623612817683, 3.714782772119888
Kortrijksesteenweg;"{""coordinates"": [[[3.716705468661751, 51.03664331295502], [3.716681480948724, 51.03663898765697], [3.716692064899394, 51.03661565126319], [3.716716093934953, 51.03661988561747], [3.716705468661751, 51.03664331295502]]], ""type"": ""Polygon""}";501;Gent;Stad Gent;5;Ja;KWS;Fietspad/voetpad;Actief;mob/ftsst21770;;False;False;17028792_1;Kortrijksesteenweg 501;2023-09-20T17:47:13Z;51.03662946075486, 3.716698784896576
;"{""coordinates"": [[[3.736740028504804, 51.05147266475635], [3.736770565834601, 51.051481371876065], [3.736751918605919, 51.05150762423583], [3.736721379479527, 51.05149891712106], [3.736740028504804, 51.05147266475635]]], ""type"": ""Polygon""}";;Gent;Stad Gent;5;Ja;Betonstenen;Parkeerstrook;Actief;mob/ftsst12889;;False;;17028821_1;Ferdinand Lousbergkaai 11/17p;2024-04-22T19:10:10Z;51.051490144592265, 3.736745972988644
Steendam;"{""coordinates"": [[[3.729324661311535, 51.05794776234572], [3.729330456343477, 51.05793015856477], [3.729365372061928, 51.05793472240408], [3.72935954469069, 51.05795242725055], [3.729324661311535, 51.05794776234572]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Materiaal Beton;Fietspad/voetpad;Actief;mob/ftsst21733;;False;False;17028768_1;Steendam 27/29;2023-06-26T12:10:46Z;51.057941269877524, 3.7293450252192955
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.72475341061344, 51.03660953980587], [3.724754945834279, 51.03658894815991], [3.724779872286806, 51.03658962997273], [3.724778334371042, 51.03661027810656], [3.72475341061344, 51.03660953980587]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21646;;False;False;17028662_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:05Z;51.03659959927744, 3.7247666464544524
François Benardstraat;"{""coordinates"": [[[3.733013305564888, 51.042404742935545], [3.732986816942141, 51.042398082680336], [3.733000028464987, 51.042377209506604], [3.73302651618947, 51.042383869764826], [3.733013305564888, 51.042404742935545]]], ""type"": ""Polygon""}";88;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst12890;;False;False;17028822_1;Francois Benardstraat 88/122;2024-11-26T20:27:10Z;51.042390976267356, 3.733006666737351
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724352307449245, 51.03659694293691], [3.724353842670018, 51.036576351285355], [3.724378769122545, 51.03657703309835], [3.72437723120678, 51.036597681237794], [3.724352307449245, 51.03659694293691]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21626;;False;False;17028642_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.03658700240576, 3.7243655432902085
Ossenstraat;"{""coordinates"": [[[3.739255262791362, 51.05160727735551], [3.739252199536193, 51.051616159506565], [3.73922077467093, 51.05161153010414], [3.739223895418247, 51.05160275976258], [3.739255262791362, 51.05160727735551]]], ""type"": ""Polygon""}";50;Nietje - Gewone fiet;Stad Gent;2;Ja;Betontegels;Voetpad;Actief;mob/ftsst21788;;False;False;17028809_1;Ossenstraat 50/52;2024-04-22T18:56:09Z;51.051609438086274, 3.739238061521578
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.72460163665297, 51.03660514276466], [3.724603170975479, 51.036584551116746], [3.72462809832627, 51.036585232929625], [3.724626559512175, 51.03660588106542], [3.72460163665297, 51.03660514276466]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21638;;False;False;17028655_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:04Z;51.03659520211182, 3.72461487205914
Steendam;"{""coordinates"": [[[3.729288404408351, 51.05794280891864], [3.729323287787507, 51.05794747382399], [3.729317370584693, 51.05796504993183], [3.729282508765134, 51.05796048835405], [3.729288404408351, 51.05794280891864]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Materiaal Beton;Fietspad/voetpad;Actief;mob/ftsst21736;;False;False;17028771_1;Steendam 27/29;2023-06-26T12:10:46Z;51.05795395089277, 3.7293028777847366
Onderstraat;"{""coordinates"": [[[3.724685067684996, 51.05612125111634], [3.72465463725472, 51.056132853420706], [3.724640032444843, 51.05611833868227], [3.724670703623541, 51.056106814859824], [3.724670697335361, 51.05610677138219], [3.724685067684996, 51.05612125111634]]], ""type"": ""Polygon""}";21A;Gent;Stad Gent;5;Ja;KWS;Voetpad;Niet-actief;mob/ftsst21682;;False;False;17028696_1;Onderstraat 21A;2025-09-01T13:24:20Z;51.05611981447279, 3.7246625896143155
Koningin Astridlaan;"{""coordinates"": [[[3.71481609512524, 51.036219923841685], [3.71482305976367, 51.036243793122644], [3.714798523179951, 51.036246639585116], [3.714791557643256, 51.03622277030562], [3.71481609512524, 51.036219923841685]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21564;;False;False;17028574_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.036233281644286, 3.714807308898954
Hubert Frère-Orbanlaan;"{""coordinates"": [[[3.735701505069511, 51.04163334323569], [3.735706219428078, 51.04161771294998], [3.73573983618266, 51.04162174464131], [3.735735123620686, 51.04163733482335], [3.735701505069511, 51.04163334323569]]], ""type"": ""Polygon""}";307;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst12904;;False;False;17028832_1;Hubert Frére -Orbanlaan 307;2024-11-27T18:06:09Z;51.041627532694, 3.73572066420755
Koningin Astridlaan;"{""coordinates"": [[[3.714711486310442, 51.03621638030733], [3.714718451847136, 51.036240249590115], [3.714693915263482, 51.0362430966177], [3.714686949726722, 51.03621922677153], [3.714711486310442, 51.03621638030733]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21577;;False;False;17028587_1;Koningin Astridlaan 94;2023-09-28T16:15:37Z;51.036229738339976, 3.714702700744025
Koningin Astridlaan;"{""coordinates"": [[[3.714894189266177, 51.03623284392828], [3.71490115390454, 51.03625671320255], [3.714876617320887, 51.03625955966423], [3.714869651784193, 51.03623569039142], [3.714894189266177, 51.03623284392828]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21570;;False;False;17028580_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.03624620172714, 3.714885403039871
Bagattenstraat;"{""coordinates"": [[[3.722683815268045, 51.04747166408569], [3.722681521869121, 51.04748958471377], [3.722645984516479, 51.04748777977499], [3.722648277915403, 51.04746985971097], [3.722683815268045, 51.04747166408569]]], ""type"": ""Polygon""}";43;Gent;Stad Gent;5;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21671;;False;False;17028685_1;Bagattenstraat 43;2025-04-02T08:02:30Z;51.047479722079075, 3.72266489998449
Kasteellaan;"{""coordinates"": [[[3.739565754689532, 51.04942226274366], [3.739540321587175, 51.04943039592289], [3.739534384621491, 51.049422665393095], [3.73955971082426, 51.04941439724301], [3.739565754689532, 51.04942226274366]]], ""type"": ""Polygon""}";56;Nietje - Buitenmaats;Stad Gent;2;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21762;;False;False;17028788_1;Kasteellaan 56;2024-11-27T20:11:09Z;51.04942241849034, 3.739550079813706
Eugeen Zetternamstraat;"{""coordinates"": [[[3.752093651557035, 51.027435079486104], [3.752097127138804, 51.02745744588939], [3.752068754748879, 51.0274591973692], [3.752065280065373, 51.027436829836795], [3.752093651557035, 51.027435079486104]]], ""type"": ""Polygon""}";48;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21717;;False;False;17028757_1;Eugeen Zetternamstraat 48;2025-04-02T12:31:11Z;51.02744713822217, 3.752081203275961
Hoogpoort to;"{""coordinates"": [[[3.725204001966734, 51.05471492787017], [3.72523023456964, 51.05470850315467], [3.725245590371091, 51.054733706803646], [3.725219041561206, 51.05474017781787], [3.725204001966734, 51.05471492787017]]], ""type"": ""Polygon""}";41;Gent;Stad Gent;5;Ja;Natuursteentegels;Voetpad;Actief;mob/ftsst21658;;False;False;17028670_1;Hoogpoort to 41;2023-06-26T12:10:40Z;51.0547243522302, 3.725224733864155
Steendam;"{""coordinates"": [[[3.729239059949788, 51.05788811509879], [3.729244854981731, 51.057870511295214], [3.729279770700181, 51.05787507457576], [3.729273943328943, 51.05789277944505], [3.729239059949788, 51.05788811509879]]], ""type"": ""Polygon""}";27/29;Gent;Stad Gent;5;Ja;Onverhard;Grasachtigen;Actief;mob/ftsst21746;;False;False;17028781_1;Steendam 27/29;2023-06-26T12:10:47Z;51.0578816223397, 3.7292594238575605
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724548646830986, 51.03660377970438], [3.724547140356254, 51.03662398326997], [3.724522218395312, 51.0366232449695], [3.72452372217512, 51.03660304140359], [3.724548646830986, 51.03660377970438]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21635;;False;False;17028652_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:04Z;51.03661351215545, 3.7245354319611064
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724677982672288, 51.03660823605836], [3.724679516994798, 51.03658764441183], [3.724704444345655, 51.03658832622462], [3.724702905531561, 51.036608974359076], [3.724677982672288, 51.03660823605836]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21643;;False;False;17028659_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:05:05Z;51.03659829540618, 3.7246912180784966
Désiré Van Monckhovenstraat;"{""coordinates"": [[[3.714337751219618, 51.03822682506488], [3.714318313473489, 51.03821366998665], [3.714331229450624, 51.03820481520308], [3.714341213326697, 51.03819867797167], [3.71435391819978, 51.03819161605935], [3.714374260549386, 51.03820537611152], [3.714337751219618, 51.03822682506488]]], ""type"": ""Polygon""}";28;Gent;Stad Gent;5;Ja;Betontegels;Voetpad;Actief;mob/ftsst12886;;False;False;17028819_1;Désiré Van Monckhovenstraat 28;2023-10-25T16:26:24Z;51.03820915034347, 3.7143459905440825
Karel Lodewijk Ledeganckstraat;"{""coordinates"": [[[3.724402152269391, 51.03659842010356], [3.724400647591252, 51.0366186231066], [3.724375723833717, 51.03661788480604], [3.72437723120678, 51.036597681237794], [3.724402152269391, 51.03659842010356]]], ""type"": ""Polygon""}";4;Gent;Stad Gent;5;Ja;Natuursteen Kasseien met geslo;Parkeerstrook;Actief;mob/ftsst21628;;False;False;17028644_1;Karel Lodewijk Ledeganckstraat 4/8;2024-11-26T19:06:05Z;51.03660815249035, 3.7243889386457893
Hoogpoort to;"{""coordinates"": [[[3.725131852876388, 51.054733798843394], [3.725158085479295, 51.054727374695176], [3.725173441280745, 51.05475257776921], [3.725146892470861, 51.054759049345414], [3.725131852876388, 51.054733798843394]]], ""type"": ""Polygon""}";41;Gent;Stad Gent;5;Ja;Natuursteentegels;Voetpad;Actief;mob/ftsst21660;;False;False;17028672_1;Hoogpoort to 41;2023-06-26T12:10:40Z;51.05474322355012, 3.7251525847164517
;"{""coordinates"": [[[3.718811190654618, 51.05293352419172], [3.718808964629344, 51.052985532023655], [3.718781791490343, 51.052985223142436], [3.718782418514384, 51.05293324749712], [3.718811190654618, 51.05293352419172]]], ""type"": ""Polygon""}";;Voorwielklem enkel;Privé;24;Ja;Betonstenen;Voetpad;Actief;mob/ftsst21710;;False;;17028750_1;Sint-Michiels 2/106;2025-06-03T17:24:10Z;51.05295913427737, 3.7187961003046923
Steendam;"{""coordinates"": [[[3.729220789115224, 51.05793340401187], [3.729255671596048, 51.05793806891812], [3.729249755291564, 51.05795564502959], [3.729214893472073, 51.057951083450824], [3.729220789115224, 51.05793340401187]]], ""type"": ""Polygon""}";27;Gent;Stad Gent;5;Ja;Materiaal Beton;Voetpad;Actief;mob/ftsst21738;;False;False;17028773_1;Steendam 27/29;2025-06-30T09:22:09Z;51.057944546022064, 3.7292352622362466
Koningin Astridlaan;"{""coordinates"": [[[3.714869651784193, 51.03623569039142], [3.714845115200474, 51.0362385368544], [3.714838148765449, 51.03621466700584], [3.714862658399656, 51.036211726770205], [3.714869651784193, 51.03623569039142]]], ""type"": ""Polygon""}";94;Gent;Stad Gent;5;Ja;KWS;Parkeerstrook;Actief;mob/ftsst21567;;False;False;17028577_1;Koningin Astridlaan 94;2023-09-28T16:15:36Z;51.03622515427781, 3.7148539015363187
